address_id,house_no,street,purok,barangay_id
31216,H150,"Magallanes St.","Purok 5",5
31217,H302,"Mabini St.","Purok 4",40
31218,H270,"Bonifacio Ave.","Purok 9",34
31219,H630,"Magallanes St.","Purok 7",11
31220,H376,"Del Pilar St.","Purok 9",31
31221,H033,"Magallanes St.","Purok 5",42
31222,H909,"Aguinaldo St.","Purok 6",24
31223,H335,"Del Pilar St.","Purok 10",13
31224,H332,"Rizal St.","Purok 5",41
31225,H419,"Rizal St.","Purok 10",30
31226,H229,"Lapu-Lapu Ave.","Purok 8",33
31227,H210,"Mabini St.","Purok 9",13
31228,H462,"Bonifacio Ave.","Purok 4",16
31229,H724,"Narra St.","Purok 5",29
31230,H620,"Del Pilar St.","Purok 1",7
31231,H724,"Del Pilar St.","Purok 5",24
31232,H014,"Rizal St.","Purok 4",16
31233,H176,"Narra St.","Purok 4",42
31234,H373,"Aguinaldo St.","Purok 1",1
31235,H509,"Lapu-Lapu Ave.","Purok 6",9
31236,H033,"Bonifacio Ave.","Purok 5",31
31237,H388,"Aguinaldo St.","Purok 10",16
31238,H533,"Kalayaan Rd.","Purok 8",16
31239,H782,"Kalayaan Rd.","Purok 1",28
31240,H364,"Narra St.","Purok 7",31
31241,H311,"Magallanes St.","Purok 1",28
31242,H748,"Aguinaldo St.","Purok 8",40
31243,H683,"Rizal St.","Purok 2",40
31244,H284,"Del Pilar St.","Purok 10",2
31245,H695,"Lapu-Lapu Ave.","Purok 4",28
31246,H563,"Lapu-Lapu Ave.","Purok 6",22
31247,H780,"Rizal St.","Purok 10",43
31248,H271,"Lapu-Lapu Ave.","Purok 6",26
31249,H281,"Aguinaldo St.","Purok 5",37
31250,H024,"Aguinaldo St.","Purok 2",24
31251,H377,"Bonifacio Ave.","Purok 9",8
31252,H414,"Mabini St.","Purok 9",42
31253,H931,"Narra St.","Purok 10",36
31254,H670,"Magallanes St.","Purok 6",28
31255,H463,"Narra St.","Purok 4",1
31256,H995,"Rizal St.","Purok 5",37
31257,H345,"Aguinaldo St.","Purok 2",4
31258,H192,"Narra St.","Purok 4",27
31259,H039,"Rizal St.","Purok 1",7
31260,H523,"Aguinaldo St.","Purok 7",18
31261,H146,"Lapu-Lapu Ave.","Purok 6",21
31262,H265,"Kalayaan Rd.","Purok 4",7
31263,H440,"Mabini St.","Purok 10",42
31264,H438,"Aguinaldo St.","Purok 2",31
31265,H197,"Magallanes St.","Purok 3",7
31266,H177,"Mabini St.","Purok 7",24
31267,H411,"Rizal St.","Purok 3",6
31268,H018,"Del Pilar St.","Purok 9",27
31269,H211,"Kalayaan Rd.","Purok 6",33
31270,H675,"Mabini St.","Purok 2",27
31271,H841,"Del Pilar St.","Purok 1",26
31272,H363,"Narra St.","Purok 6",42
31273,H687,"Lapu-Lapu Ave.","Purok 2",14
31274,H948,"Bonifacio Ave.","Purok 8",30
31275,H363,"Del Pilar St.","Purok 5",26
31276,H945,"Magallanes St.","Purok 10",7
31277,H540,"Bonifacio Ave.","Purok 1",34
31278,H367,"Narra St.","Purok 9",35
31279,H212,"Narra St.","Purok 4",42
31280,H156,"Aguinaldo St.","Purok 1",25
31281,H684,"Bonifacio Ave.","Purok 8",13
31282,H834,"Bonifacio Ave.","Purok 1",31
31283,H211,"Quezon Blvd.","Purok 10",35
31284,H863,"Lapu-Lapu Ave.","Purok 6",7
31285,H298,"Kalayaan Rd.","Purok 2",28
31286,H645,"Mabini St.","Purok 2",21
31287,H313,"Del Pilar St.","Purok 8",28
31288,H643,"Mabini St.","Purok 4",16
31289,H751,"Kalayaan Rd.","Purok 9",31
31290,H882,"Bonifacio Ave.","Purok 2",32
31291,H395,"Magallanes St.","Purok 4",30
31292,H192,"Aguinaldo St.","Purok 8",38
31293,H376,"Bonifacio Ave.","Purok 7",4
31294,H605,"Del Pilar St.","Purok 9",36
31295,H908,"Aguinaldo St.","Purok 6",30
31296,H037,"Aguinaldo St.","Purok 3",27
31297,H887,"Bonifacio Ave.","Purok 3",11
31298,H436,"Del Pilar St.","Purok 7",4
31299,H507,"Rizal St.","Purok 9",26
31300,H387,"Kalayaan Rd.","Purok 1",14
31301,H827,"Rizal St.","Purok 8",13
31302,H160,"Lapu-Lapu Ave.","Purok 9",31
31303,H045,"Mabini St.","Purok 10",21
31304,H480,"Kalayaan Rd.","Purok 10",22
31305,H258,"Aguinaldo St.","Purok 5",31
31306,H296,"Rizal St.","Purok 5",36
31307,H608,"Quezon Blvd.","Purok 8",35
31308,H525,"Narra St.","Purok 10",10
31309,H299,"Magallanes St.","Purok 7",18
31310,H952,"Del Pilar St.","Purok 8",38
31311,H087,"Rizal St.","Purok 2",39
31312,H374,"Rizal St.","Purok 3",2
31313,H308,"Quezon Blvd.","Purok 9",31
31314,H516,"Mabini St.","Purok 9",5
31315,H196,"Lapu-Lapu Ave.","Purok 10",42
31316,H053,"Del Pilar St.","Purok 8",9
31317,H672,"Del Pilar St.","Purok 9",35
31318,H936,"Narra St.","Purok 2",33
31319,H361,"Aguinaldo St.","Purok 2",1
31320,H726,"Kalayaan Rd.","Purok 1",24
31321,H062,"Aguinaldo St.","Purok 1",21
31322,H105,"Rizal St.","Purok 1",34
31323,H932,"Narra St.","Purok 1",12
31324,H069,"Narra St.","Purok 7",35
31325,H208,"Bonifacio Ave.","Purok 4",10
31326,H841,"Kalayaan Rd.","Purok 6",1
31327,H818,"Bonifacio Ave.","Purok 2",35
31328,H659,"Magallanes St.","Purok 9",16
31329,H155,"Quezon Blvd.","Purok 4",3
31330,H530,"Del Pilar St.","Purok 1",28
31331,H839,"Del Pilar St.","Purok 1",39
31332,H961,"Aguinaldo St.","Purok 2",29
31333,H936,"Kalayaan Rd.","Purok 6",5
31334,H755,"Aguinaldo St.","Purok 10",15
31335,H552,"Lapu-Lapu Ave.","Purok 5",36
31336,H299,"Lapu-Lapu Ave.","Purok 3",10
31337,H182,"Kalayaan Rd.","Purok 8",39
31338,H201,"Bonifacio Ave.","Purok 3",44
31339,H909,"Quezon Blvd.","Purok 3",2
31340,H473,"Aguinaldo St.","Purok 9",31
31341,H839,"Kalayaan Rd.","Purok 10",18
31342,H192,"Magallanes St.","Purok 5",15
31343,H776,"Aguinaldo St.","Purok 2",40
31344,H813,"Lapu-Lapu Ave.","Purok 6",9
31345,H562,"Bonifacio Ave.","Purok 1",38
31346,H095,"Narra St.","Purok 7",11
31347,H685,"Bonifacio Ave.","Purok 10",10
31348,H326,"Aguinaldo St.","Purok 2",21
31349,H304,"Aguinaldo St.","Purok 2",2
31350,H599,"Quezon Blvd.","Purok 8",33
31351,H222,"Magallanes St.","Purok 2",35
31352,H504,"Kalayaan Rd.","Purok 6",27
31353,H629,"Del Pilar St.","Purok 8",40
31354,H266,"Quezon Blvd.","Purok 2",34
31355,H913,"Quezon Blvd.","Purok 3",1
31356,H740,"Aguinaldo St.","Purok 9",25
31357,H991,"Quezon Blvd.","Purok 6",25
31358,H519,"Bonifacio Ave.","Purok 4",14
31359,H416,"Magallanes St.","Purok 3",10
31360,H903,"Aguinaldo St.","Purok 6",20
31361,H245,"Narra St.","Purok 3",34
31362,H345,"Aguinaldo St.","Purok 5",25
31363,H799,"Quezon Blvd.","Purok 2",21
31364,H451,"Aguinaldo St.","Purok 8",25
31365,H112,"Kalayaan Rd.","Purok 1",3
31366,H694,"Kalayaan Rd.","Purok 3",25
31367,H320,"Lapu-Lapu Ave.","Purok 4",44
31368,H179,"Bonifacio Ave.","Purok 3",39
31369,H424,"Rizal St.","Purok 1",33
31370,H734,"Rizal St.","Purok 2",6
31371,H291,"Lapu-Lapu Ave.","Purok 3",9
31372,H016,"Lapu-Lapu Ave.","Purok 4",34
31373,H457,"Narra St.","Purok 5",20
31374,H737,"Rizal St.","Purok 3",35
31375,H845,"Del Pilar St.","Purok 4",23
31376,H052,"Lapu-Lapu Ave.","Purok 3",12
31377,H233,"Magallanes St.","Purok 9",28
31378,H119,"Kalayaan Rd.","Purok 10",39
31379,H584,"Bonifacio Ave.","Purok 9",41
31380,H593,"Quezon Blvd.","Purok 8",15
31381,H240,"Mabini St.","Purok 7",41
31382,H302,"Magallanes St.","Purok 10",3
31383,H693,"Quezon Blvd.","Purok 8",9
31384,H399,"Mabini St.","Purok 2",1
31385,H853,"Mabini St.","Purok 8",38
31386,H895,"Del Pilar St.","Purok 1",44
31387,H329,"Rizal St.","Purok 3",30
31388,H184,"Aguinaldo St.","Purok 8",42
31389,H780,"Narra St.","Purok 5",9
31390,H080,"Bonifacio Ave.","Purok 8",29
31391,H823,"Del Pilar St.","Purok 4",16
31392,H218,"Rizal St.","Purok 5",27
31393,H316,"Bonifacio Ave.","Purok 10",40
31394,H206,"Magallanes St.","Purok 10",22
31395,H896,"Del Pilar St.","Purok 1",12
31396,H540,"Aguinaldo St.","Purok 8",34
31397,H473,"Bonifacio Ave.","Purok 5",44
31398,H477,"Aguinaldo St.","Purok 6",21
31399,H132,"Mabini St.","Purok 7",34
31400,H391,"Rizal St.","Purok 1",5
31401,H062,"Lapu-Lapu Ave.","Purok 2",3
31402,H779,"Mabini St.","Purok 2",13
31403,H516,"Mabini St.","Purok 8",26
31404,H714,"Rizal St.","Purok 1",25
31405,H375,"Rizal St.","Purok 2",11
31406,H890,"Aguinaldo St.","Purok 7",39
31407,H473,"Kalayaan Rd.","Purok 10",24
31408,H513,"Kalayaan Rd.","Purok 8",24
31409,H373,"Mabini St.","Purok 2",9
31410,H306,"Kalayaan Rd.","Purok 5",22
31411,H686,"Narra St.","Purok 7",6
31412,H952,"Quezon Blvd.","Purok 9",41
31413,H325,"Narra St.","Purok 8",42
31414,H170,"Del Pilar St.","Purok 4",25
31415,H609,"Narra St.","Purok 1",1
31416,H451,"Aguinaldo St.","Purok 9",41
31417,H269,"Lapu-Lapu Ave.","Purok 5",27
31418,H288,"Narra St.","Purok 10",1
31419,H044,"Quezon Blvd.","Purok 5",41
31420,H535,"Del Pilar St.","Purok 2",31
31421,H602,"Lapu-Lapu Ave.","Purok 6",18
31422,H645,"Lapu-Lapu Ave.","Purok 3",29
31423,H525,"Quezon Blvd.","Purok 10",9
31424,H435,"Kalayaan Rd.","Purok 10",29
31425,H548,"Mabini St.","Purok 8",2
31426,H392,"Narra St.","Purok 5",17
31427,H991,"Narra St.","Purok 1",6
31428,H780,"Del Pilar St.","Purok 2",36
31429,H357,"Magallanes St.","Purok 9",36
31430,H899,"Lapu-Lapu Ave.","Purok 7",14
31431,H176,"Magallanes St.","Purok 3",4
31432,H386,"Del Pilar St.","Purok 4",34
31433,H503,"Lapu-Lapu Ave.","Purok 7",10
31434,H501,"Aguinaldo St.","Purok 10",1
31435,H165,"Magallanes St.","Purok 1",19
31436,H046,"Rizal St.","Purok 10",13
31437,H309,"Kalayaan Rd.","Purok 4",6
31438,H594,"Narra St.","Purok 2",1
31439,H436,"Rizal St.","Purok 10",6
31440,H179,"Quezon Blvd.","Purok 1",17
31441,H445,"Lapu-Lapu Ave.","Purok 2",17
31442,H791,"Narra St.","Purok 7",6
31443,H620,"Del Pilar St.","Purok 1",41
31444,H243,"Lapu-Lapu Ave.","Purok 6",15
31445,H152,"Mabini St.","Purok 9",41
31446,H942,"Magallanes St.","Purok 10",2
31447,H799,"Rizal St.","Purok 8",12
31448,H288,"Bonifacio Ave.","Purok 10",41
31449,H980,"Bonifacio Ave.","Purok 10",6
31450,H385,"Lapu-Lapu Ave.","Purok 3",13
31451,H994,"Rizal St.","Purok 3",18
31452,H609,"Del Pilar St.","Purok 8",38
31453,H675,"Quezon Blvd.","Purok 9",11
31454,H656,"Quezon Blvd.","Purok 6",16
31455,H615,"Lapu-Lapu Ave.","Purok 5",7
31456,H892,"Rizal St.","Purok 7",1
31457,H344,"Kalayaan Rd.","Purok 3",41
31458,H399,"Quezon Blvd.","Purok 7",2
31459,H006,"Magallanes St.","Purok 9",23
31460,H895,"Kalayaan Rd.","Purok 4",11
31461,H351,"Mabini St.","Purok 10",10
31462,H229,"Bonifacio Ave.","Purok 3",13
31463,H326,"Aguinaldo St.","Purok 1",41
31464,H322,"Narra St.","Purok 8",28
31465,H990,"Mabini St.","Purok 1",32
31466,H050,"Mabini St.","Purok 9",25
31467,H617,"Aguinaldo St.","Purok 4",35
31468,H052,"Narra St.","Purok 7",28
31469,H646,"Rizal St.","Purok 6",37
31470,H298,"Mabini St.","Purok 2",12
31471,H122,"Mabini St.","Purok 7",18
31472,H229,"Del Pilar St.","Purok 9",14
31473,H224,"Aguinaldo St.","Purok 7",29
31474,H668,"Quezon Blvd.","Purok 10",41
31475,H294,"Aguinaldo St.","Purok 2",25
31476,H899,"Del Pilar St.","Purok 2",31
31477,H661,"Del Pilar St.","Purok 9",14
31478,H829,"Kalayaan Rd.","Purok 7",26
31479,H007,"Narra St.","Purok 9",1
31480,H058,"Mabini St.","Purok 3",3
31481,H181,"Quezon Blvd.","Purok 2",42
31482,H120,"Mabini St.","Purok 2",25
31483,H256,"Magallanes St.","Purok 1",19
31484,H366,"Magallanes St.","Purok 10",25
31485,H933,"Bonifacio Ave.","Purok 2",26
31486,H253,"Narra St.","Purok 8",12
31487,H527,"Quezon Blvd.","Purok 3",12
31488,H171,"Magallanes St.","Purok 1",13
31489,H095,"Kalayaan Rd.","Purok 2",8
31490,H212,"Mabini St.","Purok 7",44
31491,H001,"Quezon Blvd.","Purok 9",38
31492,H779,"Bonifacio Ave.","Purok 6",9
31493,H606,"Del Pilar St.","Purok 2",24
31494,H215,"Del Pilar St.","Purok 10",33
31495,H615,"Rizal St.","Purok 5",3
31496,H544,"Quezon Blvd.","Purok 4",28
31497,H557,"Mabini St.","Purok 7",43
31498,H963,"Rizal St.","Purok 2",43
31499,H871,"Del Pilar St.","Purok 2",41
31500,H289,"Magallanes St.","Purok 9",40
31501,H707,"Lapu-Lapu Ave.","Purok 2",4
31502,H287,"Del Pilar St.","Purok 7",42
31503,H497,"Kalayaan Rd.","Purok 8",15
31504,H649,"Narra St.","Purok 7",8
31505,H080,"Lapu-Lapu Ave.","Purok 3",16
31506,H972,"Magallanes St.","Purok 1",2
31507,H930,"Bonifacio Ave.","Purok 1",36
31508,H617,"Aguinaldo St.","Purok 3",24
31509,H254,"Narra St.","Purok 9",13
31510,H745,"Mabini St.","Purok 2",41
31511,H981,"Magallanes St.","Purok 10",42
31512,H019,"Lapu-Lapu Ave.","Purok 2",5
31513,H190,"Quezon Blvd.","Purok 10",42
31514,H502,"Aguinaldo St.","Purok 8",28
31515,H656,"Kalayaan Rd.","Purok 3",23
31516,H026,"Quezon Blvd.","Purok 5",13
31517,H092,"Narra St.","Purok 4",19
31518,H606,"Narra St.","Purok 9",20
31519,H277,"Kalayaan Rd.","Purok 7",34
31520,H269,"Aguinaldo St.","Purok 6",20
31521,H308,"Lapu-Lapu Ave.","Purok 6",38
31522,H397,"Bonifacio Ave.","Purok 5",41
31523,H749,"Magallanes St.","Purok 8",31
31524,H150,"Quezon Blvd.","Purok 4",19
31525,H024,"Magallanes St.","Purok 8",43
31526,H686,"Narra St.","Purok 8",18
31527,H449,"Rizal St.","Purok 9",8
31528,H926,"Narra St.","Purok 1",39
31529,H207,"Quezon Blvd.","Purok 10",33
31530,H418,"Del Pilar St.","Purok 8",39
31531,H446,"Bonifacio Ave.","Purok 4",21
31532,H996,"Aguinaldo St.","Purok 1",8
31533,H344,"Aguinaldo St.","Purok 3",21
31534,H752,"Mabini St.","Purok 9",3
31535,H050,"Bonifacio Ave.","Purok 8",8
31536,H805,"Magallanes St.","Purok 2",12
31537,H834,"Mabini St.","Purok 9",25
31538,H504,"Mabini St.","Purok 8",32
31539,H433,"Lapu-Lapu Ave.","Purok 2",6
31540,H567,"Narra St.","Purok 2",26
31541,H233,"Bonifacio Ave.","Purok 3",24
31542,H772,"Rizal St.","Purok 8",20
31543,H642,"Kalayaan Rd.","Purok 6",35
31544,H144,"Magallanes St.","Purok 4",8
31545,H769,"Del Pilar St.","Purok 3",38
31546,H908,"Aguinaldo St.","Purok 5",41
31547,H971,"Magallanes St.","Purok 8",19
31548,H902,"Del Pilar St.","Purok 10",19
31549,H461,"Aguinaldo St.","Purok 9",29
31550,H283,"Quezon Blvd.","Purok 7",43
31551,H261,"Kalayaan Rd.","Purok 5",17
31552,H969,"Mabini St.","Purok 3",12
31553,H609,"Mabini St.","Purok 3",28
31554,H853,"Mabini St.","Purok 5",42
31555,H730,"Lapu-Lapu Ave.","Purok 2",33
31556,H694,"Magallanes St.","Purok 6",9
31557,H798,"Mabini St.","Purok 8",8
31558,H249,"Magallanes St.","Purok 3",22
31559,H820,"Aguinaldo St.","Purok 7",39
31560,H862,"Lapu-Lapu Ave.","Purok 5",14
31561,H121,"Lapu-Lapu Ave.","Purok 1",24
31562,H778,"Del Pilar St.","Purok 4",14
31563,H941,"Del Pilar St.","Purok 10",25
31564,H208,"Del Pilar St.","Purok 10",16
31565,H870,"Narra St.","Purok 4",26
31566,H752,"Rizal St.","Purok 10",5
31567,H971,"Bonifacio Ave.","Purok 10",36
31568,H105,"Mabini St.","Purok 2",3
31569,H192,"Bonifacio Ave.","Purok 2",32
31570,H675,"Narra St.","Purok 8",4
31571,H292,"Narra St.","Purok 8",31
31572,H477,"Quezon Blvd.","Purok 3",38
31573,H833,"Del Pilar St.","Purok 3",18
31574,H517,"Quezon Blvd.","Purok 4",42
31575,H675,"Magallanes St.","Purok 10",42
31576,H586,"Del Pilar St.","Purok 10",28
31577,H946,"Del Pilar St.","Purok 8",23
31578,H566,"Del Pilar St.","Purok 10",11
31579,H996,"Kalayaan Rd.","Purok 5",35
31580,H156,"Kalayaan Rd.","Purok 8",9
31581,H571,"Del Pilar St.","Purok 1",27
31582,H266,"Mabini St.","Purok 7",8
31583,H347,"Aguinaldo St.","Purok 2",8
31584,H756,"Magallanes St.","Purok 7",39
31585,H854,"Del Pilar St.","Purok 4",23
31586,H064,"Rizal St.","Purok 1",38
31587,H592,"Bonifacio Ave.","Purok 10",2
31588,H228,"Magallanes St.","Purok 2",18
31589,H065,"Aguinaldo St.","Purok 9",7
31590,H731,"Rizal St.","Purok 3",39
31591,H808,"Kalayaan Rd.","Purok 10",8
31592,H570,"Kalayaan Rd.","Purok 5",12
31593,H689,"Aguinaldo St.","Purok 10",17
31594,H325,"Lapu-Lapu Ave.","Purok 2",7
31595,H636,"Bonifacio Ave.","Purok 1",17
31596,H407,"Del Pilar St.","Purok 6",34
31597,H956,"Del Pilar St.","Purok 9",12
31598,H993,"Del Pilar St.","Purok 10",16
31599,H954,"Del Pilar St.","Purok 9",10
31600,H029,"Rizal St.","Purok 10",26
31601,H857,"Bonifacio Ave.","Purok 5",15
31602,H050,"Kalayaan Rd.","Purok 3",27
31603,H670,"Kalayaan Rd.","Purok 5",23
31604,H206,"Del Pilar St.","Purok 9",31
31605,H859,"Aguinaldo St.","Purok 9",39
31606,H901,"Del Pilar St.","Purok 1",13
31607,H354,"Mabini St.","Purok 3",34
31608,H198,"Magallanes St.","Purok 2",39
31609,H527,"Aguinaldo St.","Purok 7",23
31610,H306,"Magallanes St.","Purok 9",16
31611,H045,"Rizal St.","Purok 3",18
31612,H059,"Aguinaldo St.","Purok 1",28
31613,H899,"Mabini St.","Purok 8",31
31614,H071,"Del Pilar St.","Purok 8",30
31615,H243,"Narra St.","Purok 10",41
31616,H285,"Aguinaldo St.","Purok 5",18
31617,H247,"Magallanes St.","Purok 10",24
31618,H944,"Lapu-Lapu Ave.","Purok 3",41
31619,H267,"Narra St.","Purok 9",5
31620,H609,"Del Pilar St.","Purok 1",14
31621,H216,"Bonifacio Ave.","Purok 3",8
31622,H627,"Del Pilar St.","Purok 10",37
31623,H673,"Bonifacio Ave.","Purok 7",18
31624,H214,"Aguinaldo St.","Purok 7",37
31625,H094,"Mabini St.","Purok 10",10
31626,H700,"Aguinaldo St.","Purok 2",23
31627,H244,"Mabini St.","Purok 6",5
31628,H018,"Mabini St.","Purok 4",38
31629,H512,"Quezon Blvd.","Purok 2",30
31630,H020,"Kalayaan Rd.","Purok 5",42
31631,H215,"Narra St.","Purok 3",6
31632,H161,"Kalayaan Rd.","Purok 7",28
31633,H794,"Del Pilar St.","Purok 5",5
31634,H179,"Kalayaan Rd.","Purok 6",7
31635,H609,"Aguinaldo St.","Purok 4",16
31636,H073,"Mabini St.","Purok 9",29
31637,H685,"Quezon Blvd.","Purok 6",20
31638,H348,"Rizal St.","Purok 1",18
31639,H053,"Kalayaan Rd.","Purok 9",29
31640,H863,"Lapu-Lapu Ave.","Purok 9",42
31641,H548,"Mabini St.","Purok 5",24
31642,H578,"Narra St.","Purok 3",44
31643,H223,"Bonifacio Ave.","Purok 3",10
31644,H704,"Magallanes St.","Purok 5",24
31645,H411,"Magallanes St.","Purok 6",35
31646,H954,"Quezon Blvd.","Purok 1",16
31647,H488,"Mabini St.","Purok 9",15
31648,H088,"Del Pilar St.","Purok 5",14
31649,H963,"Del Pilar St.","Purok 9",16
31650,H780,"Mabini St.","Purok 1",22
31651,H949,"Mabini St.","Purok 2",2
31652,H882,"Mabini St.","Purok 7",23
31653,H473,"Magallanes St.","Purok 2",19
31654,H246,"Del Pilar St.","Purok 3",18
31655,H890,"Del Pilar St.","Purok 9",24
31656,H910,"Del Pilar St.","Purok 1",6
31657,H144,"Magallanes St.","Purok 5",28
31658,H265,"Del Pilar St.","Purok 1",5
31659,H417,"Quezon Blvd.","Purok 7",11
31660,H830,"Bonifacio Ave.","Purok 4",11
31661,H826,"Del Pilar St.","Purok 4",7
31662,H664,"Rizal St.","Purok 2",22
31663,H794,"Magallanes St.","Purok 6",2
31664,H983,"Rizal St.","Purok 5",37
31665,H826,"Quezon Blvd.","Purok 4",42
31666,H617,"Kalayaan Rd.","Purok 5",11
31667,H440,"Narra St.","Purok 5",34
31668,H241,"Narra St.","Purok 2",31
31669,H241,"Magallanes St.","Purok 2",5
31670,H675,"Kalayaan Rd.","Purok 5",9
31671,H249,"Mabini St.","Purok 4",8
31672,H628,"Quezon Blvd.","Purok 1",35
31673,H023,"Rizal St.","Purok 2",6
31674,H694,"Kalayaan Rd.","Purok 10",12
31675,H703,"Narra St.","Purok 5",5
31676,H738,"Narra St.","Purok 4",7
31677,H062,"Bonifacio Ave.","Purok 8",5
31678,H160,"Rizal St.","Purok 10",22
31679,H951,"Del Pilar St.","Purok 10",6
31680,H909,"Magallanes St.","Purok 1",18
31681,H185,"Rizal St.","Purok 6",30
31682,H236,"Narra St.","Purok 10",31
31683,H112,"Kalayaan Rd.","Purok 9",25
31684,H795,"Kalayaan Rd.","Purok 10",43
31685,H431,"Mabini St.","Purok 9",6
31686,H796,"Magallanes St.","Purok 6",27
31687,H544,"Quezon Blvd.","Purok 10",36
31688,H101,"Mabini St.","Purok 10",14
31689,H952,"Magallanes St.","Purok 8",34
31690,H271,"Kalayaan Rd.","Purok 3",39
31691,H339,"Magallanes St.","Purok 10",31
31692,H302,"Del Pilar St.","Purok 7",15
31693,H947,"Narra St.","Purok 10",17
31694,H038,"Bonifacio Ave.","Purok 5",7
31695,H835,"Lapu-Lapu Ave.","Purok 8",12
31696,H088,"Bonifacio Ave.","Purok 4",8
31697,H811,"Bonifacio Ave.","Purok 6",15
31698,H286,"Lapu-Lapu Ave.","Purok 6",10
31699,H228,"Quezon Blvd.","Purok 1",17
31700,H240,"Quezon Blvd.","Purok 2",42
31701,H979,"Kalayaan Rd.","Purok 2",38
31702,H551,"Lapu-Lapu Ave.","Purok 8",29
31703,H865,"Del Pilar St.","Purok 3",29
31704,H485,"Magallanes St.","Purok 3",8
31705,H401,"Lapu-Lapu Ave.","Purok 2",35
31706,H665,"Bonifacio Ave.","Purok 8",15
31707,H925,"Bonifacio Ave.","Purok 9",40
31708,H847,"Quezon Blvd.","Purok 4",33
31709,H594,"Magallanes St.","Purok 10",1
31710,H359,"Quezon Blvd.","Purok 8",17
31711,H734,"Narra St.","Purok 6",7
31712,H493,"Lapu-Lapu Ave.","Purok 8",41
31713,H843,"Mabini St.","Purok 7",7
31714,H198,"Mabini St.","Purok 9",43
31715,H253,"Rizal St.","Purok 3",18
31716,H183,"Rizal St.","Purok 10",3
31717,H038,"Aguinaldo St.","Purok 4",25
31718,H157,"Lapu-Lapu Ave.","Purok 8",26
31719,H431,"Aguinaldo St.","Purok 10",22
31720,H610,"Magallanes St.","Purok 1",28
31721,H993,"Magallanes St.","Purok 6",5
31722,H387,"Magallanes St.","Purok 6",42
31723,H967,"Bonifacio Ave.","Purok 10",14
31724,H711,"Lapu-Lapu Ave.","Purok 4",29
31725,H636,"Magallanes St.","Purok 7",20
31726,H359,"Aguinaldo St.","Purok 1",37
31727,H080,"Mabini St.","Purok 9",43
31728,H686,"Mabini St.","Purok 3",9
31729,H762,"Del Pilar St.","Purok 4",21
31730,H566,"Narra St.","Purok 9",28
31731,H461,"Mabini St.","Purok 9",35
31732,H784,"Kalayaan Rd.","Purok 8",16
31733,H801,"Bonifacio Ave.","Purok 4",7
31734,H739,"Quezon Blvd.","Purok 8",14
31735,H735,"Bonifacio Ave.","Purok 5",27
31736,H181,"Quezon Blvd.","Purok 4",27
31737,H048,"Narra St.","Purok 7",2
31738,H356,"Kalayaan Rd.","Purok 4",37
31739,H355,"Narra St.","Purok 6",34
31740,H509,"Narra St.","Purok 5",22
31741,H097,"Magallanes St.","Purok 4",42
31742,H609,"Rizal St.","Purok 3",32
31743,H187,"Kalayaan Rd.","Purok 9",1
31744,H728,"Rizal St.","Purok 10",1
31745,H227,"Kalayaan Rd.","Purok 5",18
31746,H576,"Magallanes St.","Purok 1",6
31747,H953,"Bonifacio Ave.","Purok 9",37
31748,H293,"Bonifacio Ave.","Purok 10",20
31749,H820,"Lapu-Lapu Ave.","Purok 1",21
31750,H956,"Lapu-Lapu Ave.","Purok 5",17
31751,H495,"Narra St.","Purok 4",2
31752,H946,"Lapu-Lapu Ave.","Purok 2",3
31753,H134,"Del Pilar St.","Purok 6",34
31754,H417,"Narra St.","Purok 8",17
31755,H890,"Narra St.","Purok 9",23
31756,H824,"Kalayaan Rd.","Purok 6",26
31757,H679,"Bonifacio Ave.","Purok 8",24
31758,H022,"Rizal St.","Purok 4",35
31759,H618,"Quezon Blvd.","Purok 1",22
31760,H440,"Del Pilar St.","Purok 5",18
31761,H945,"Del Pilar St.","Purok 8",29
31762,H348,"Kalayaan Rd.","Purok 10",3
31763,H853,"Mabini St.","Purok 9",33
31764,H789,"Lapu-Lapu Ave.","Purok 8",29
31765,H067,"Magallanes St.","Purok 5",4
31766,H065,"Magallanes St.","Purok 8",13
31767,H360,"Rizal St.","Purok 3",38
31768,H815,"Mabini St.","Purok 6",44
31769,H285,"Del Pilar St.","Purok 10",24
31770,H618,"Aguinaldo St.","Purok 6",34
31771,H770,"Quezon Blvd.","Purok 3",19
31772,H267,"Narra St.","Purok 2",29
31773,H524,"Rizal St.","Purok 7",31
31774,H448,"Quezon Blvd.","Purok 3",37
31775,H759,"Quezon Blvd.","Purok 6",37
31776,H769,"Kalayaan Rd.","Purok 9",28
31777,H832,"Del Pilar St.","Purok 2",31
31778,H311,"Quezon Blvd.","Purok 8",40
31779,H034,"Narra St.","Purok 9",35
31780,H198,"Aguinaldo St.","Purok 6",19
31781,H824,"Lapu-Lapu Ave.","Purok 9",17
31782,H558,"Rizal St.","Purok 7",24
31783,H168,"Bonifacio Ave.","Purok 5",38
31784,H274,"Quezon Blvd.","Purok 2",39
31785,H821,"Kalayaan Rd.","Purok 6",22
31786,H071,"Bonifacio Ave.","Purok 4",34
31787,H585,"Magallanes St.","Purok 1",43
31788,H143,"Narra St.","Purok 4",34
31789,H729,"Quezon Blvd.","Purok 5",15
31790,H886,"Aguinaldo St.","Purok 5",22
31791,H921,"Lapu-Lapu Ave.","Purok 6",4
31792,H278,"Aguinaldo St.","Purok 4",23
